Observation,file_path,Behavior,Time_Relative_sf,id
P17_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P17_CP_FT_balc1234_SB - Event Logs,Phase4_stop,92.1535,P17
P17_CP_FT_balc4_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P17_CP_FT_balc4_SB - Event Logs,Phase4_start,2.58874,P17
P17_CP_FT_balc4_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P17_CP_FT_balc4_SB - Event Logs,Phase4_stop,12.6075,P17
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase1_start,1.37844,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase1_stop,11.38,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase2_start,21.6179,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase2_stop,31.62,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase3_start,39.3023,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase3_stop,49.3,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase4_start,60.315,P18
P18_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P18_CP_FT_balc1234_GB - Event Logs,Phase4_stop,70.31,P18
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase1_start,8.64044,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase1_stop,18.64,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase2_start,25.7196,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase2_stop,35.72,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase3_start,41.454,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase3_stop,51.45,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase4_start,56.2805,P19
P19_CP_FT_balc1234_JD,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P19_CP_FT_balc1234_JD - Event Logs,Phase4_stop,66.28,P19
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase1_start,2.82411,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase1_stop,12.82,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase2_start,20.3067,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase2_stop,30.31,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase3_start,37.6547,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase3_stop,47.65,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase4_start,54.5321,P20
P20_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P20_CP_FT_balc1234_GB - Event Logs,Phase4_stop,64.53,P20
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase1_start,3.32841,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase1_stop,13.33,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase2_start,21.3153,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase2_stop,31.32,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase3_start,39.6047,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase3_stop,49.6,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase4_start,56.2468,P21
P21_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P21_CP_FT_balc1234_GB - Event Logs,Phase4_stop,66.25,P21
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase1_start,8.90938,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase1_stop,18.91,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase2_start,24.879,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase2_stop,34.88,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase3_start,39.2013,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase3_stop,49.2,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase4_start,53.7925,P23
P23_CP_FT_balc1234_GS,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P23_CP_FT_balc1234_GS - Event Logs,Phase4_stop,63.79,P23
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase1_start,2.99222,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase1_stop,15.6335,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase2_start,26.2239,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase2_stop,38.1255,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase3_start,45.8582,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase3_stop,56.684,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase4_start,67.3753,P24
P24_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P24_CP_FT_balc1234_SB - Event Logs,Phase4_stop,77.4076,P24
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase1_start,2.01723,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase1_stop,12.02,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase2_start,19.9705,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase3_stop,24.27,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase2_stop,29.97,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase3_start,34.2682,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase4_start,48.0436,P26
P26_CP_FT_balc1234_SB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P26_CP_FT_balc1234_SB - Event Logs,Phase4_stop,58.04,P26
P31_CP_FT_balc1_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc1_JB - Event Logs,Phase1_start,4.65241,P31
P31_CP_FT_balc1_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc1_JB - Event Logs,Phase1_stop,15.4986,P31
P31_CP_FT_balc2_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc2_JB - Event Logs,Phase2_start,1.94999,P31
P31_CP_FT_balc2_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc2_JB - Event Logs,Phase2_stop,12.6077,P31
P31_CP_FT_balc3_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc3_JB - Event Logs,Phase3_start,0.437056,P31
P31_CP_FT_balc3_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc3_JB - Event Logs,Phase3_stop,10.44,P31
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase1_start,3.59739,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase1_stop,13.6,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase2_start,23.6351,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase2_stop,33.64,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase3_start,41.6893,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase3_stop,51.69,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase4_start,61.6934,P35
P35_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P35_CP_FT_balc1234_GB - Event Logs,Phase4_stop,71.69,P35
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase1_start,1.58016,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase1_stop,11.58,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase2_start,17.5162,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase2_stop,27.52,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase3_start,33.9566,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase3_stop,43.96,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase4_start,51.2039,P9
P9_CP_FT_balc1234_GB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P9_CP_FT_balc1234_GB - Event Logs,Phase4_stop,61.2,P9
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase1_start,3.05946,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase1_stop,13.06,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase2_start,24.24,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase2_stop,34.24,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase3_start,43.841,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase3_stop,53.84,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase4_start,62.265,P22
P22_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P22_CP_FT_balc1234_JP - Event Logs,Phase4_stop,72.26,P22
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase1_start,0.537924,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase1_stop,10.54,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase2_start,24.6773,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase2_stop,34.68,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase3_start,41.8909,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase3_stop,51.89,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase4_start,60.4829,P25
P25_CP_FT_balc1234_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P25_CP_FT_balc1234_JP - Event Logs,Phase4_stop,70.48,P25
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase1_start,2.52153,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase1_stop,12.6413,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase2_start,17.5162,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase2_stop,27.4006,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase3_start,34.0911,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase3_stop,44.3789,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase4_start,54.4838,P30
P30_CP_FT_balc1234_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P30_CP_FT_balc1234_JB - Event Logs,Phase4_stop,64.1813,P30
P31_CP_FT_balc3_JB_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc3_JB_JP - Event Logs,Phase3_start,0.605151,P31
P31_CP_FT_balc3_JB_JP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc3_JB_JP - Event Logs,Phase3_stop,10.61,P31
P31_CP_FT_balc4_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc4_JB - Event Logs,Phase4_start,0.0,P31
P31_CP_FT_balc4_JB,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P31_CP_FT_balc4_JB - Event Logs,Phase4_stop,10.5229,P31
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase1_start,1.6474,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase1_stop,11.6662,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase2_start,20.6765,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase2_stop,30.6617,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase3_start,38.8987,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase3_stop,48.9175,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase4_start,55.6416,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase4_stop,56.0787,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase4_start,57.9614,P32
P32_CP_FT_balc1234_NP,/files/pathml/aim2/raw_labels/CP/FINAL FT Coding Project - P32_CP_FT_balc1234_NP - Event Logs,Phase4_stop,67.9466,P32
