Observation,file_path,Behavior,Time_Relative_sf,id
T04_VA_FT_balc4_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T04_VA_FT_balc4_SB_2JP - Event Logs,Phase4_start,6.79999,T04
T04_VA_FT_balc4_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T04_VA_FT_balc4_SB_2JP - Event Logs,Phase4_stop,8.16666,T04
T04_VA_FT_balc2_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T04_VA_FT_balc2_SB - Event Logs,Phase2_start,0.0,T04
T04_VA_FT_balc2_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T04_VA_FT_balc2_SB - Event Logs,Phase2_stop,9.99999,T04
T05_VA_FT_balc2_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc2_JD - Event Logs,Phase2_start,4.86846,T05
T05_VA_FT_balc2_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc2_JD - Event Logs,Phase2_stop,14.8666,T05
T05_VA_FT_balc34_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc34_JD - Event Logs,Phase3_start,4.09999,T05
T05_VA_FT_balc34_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc34_JD - Event Logs,Phase3_stop,12.8667,T05
T05_VA_FT_balc34_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc34_JD - Event Logs,Phase4_start,33.4666,T05
T05_VA_FT_balc34_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc34_JD - Event Logs,Phase4_stop,38.8666,T05
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase1_start,0.0,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase1_stop,9.99999,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase2_start,22.0,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase2_stop,32.0,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase3_start,45.4,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase3_stop,55.3999,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase4_start,71.8999,T07
T07_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T07_VA_FT_balc1234_SB - Event Logs,Phase4_stop,77.3666,T07
T05_VA_FT_balc1_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc1_JD - Event Logs,Phase1_start,9.03332,T05
T05_VA_FT_balc1_JD,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc1_JD - Event Logs,Phase1_stop,19.03,T05
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase1_start,5.16666,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase1_stop,15.1674,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase2_start,26.9333,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase2_stop,36.9333,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase3_start,59.4999,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase3_stop,60.6999,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase4_start,82.7333,T06
T06_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T06_VA_FT_balc1234_SB - Event Logs,Phase4_stop,86.9333,T06
T05_VA_FT_balc2_JD_2GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc2_JD_2GB - Event Logs,Phase2_start,5.29999,T05
T05_VA_FT_balc2_JD_2GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T05_VA_FT_balc2_JD_2GB - Event Logs,Phase2_stop,15.3,T05
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase1_start,10.3333,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase1_stop,21.0,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase2_start,31.8666,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase2_stop,42.2666,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase3_start,53.5666,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase3_stop,57.7666,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase4_start,85.0332,T10
T10_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc1234_GB - Event Logs,Phase4_stop,90.9666,T10
T10_VA_FT_balc4_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc4_GB - Event Logs,Phase4_start,10.4333,T10
T10_VA_FT_balc4_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T10_VA_FT_balc4_GB - Event Logs,Phase4_stop,22.5,T10
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase1_start,1.46666,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase1_stop,10.4667,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase2_start,34.1666,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase2_stop,44.1666,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase3_start,63.6333,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase3_stop,68.9999,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase4_start,86.0999,T08
T08_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T08_VA_FT_balc1234_GB - Event Logs,Phase4_stop,98.1999,T08
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase1_start,9.19,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase1_stop,19.0869,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase2_start,36.03,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase2_stop,46.0333,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase3_start,66.2277,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase3_stop,76.23,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase4_start,103.505,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase4_stop,108.267,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase4_start,119.733,T11
T11_VA_FT_balc1234_GS,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS - Event Logs,Phase4_stop,125.167,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase1_start,0.0,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase1_stop,9.99999,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase2_start,33.1666,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase2_stop,43.1749,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase3_start,65.4333,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase3_stop,75.4333,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase4_start,103.8,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase4_stop,108.267,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase4_start,119.5,T11
T11_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T11_VA_FT_balc1234_GS_2SB - Event Logs,Phase4_stop,126.5,T11
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase1_start,4.5,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase1_stop,14.5,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase2_start,23.5333,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase2_stop,25.8333,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase3_start,60.0333,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase3_stop,61.2666,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase4_start,104.259,T12
T12_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA - Event Logs,Phase4_stop,104.5,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase1_start,4.83333,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase1_stop,14.8333,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase2_start,23.5,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase2_stop,25.9666,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase3_start,60.0666,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase3_stop,61.6999,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase4_start,111.6,T12
T12_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T12_VA_FT_balc1234_EFA_2SB - Event Logs,Phase4_stop,114.033,T12
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase1_start,5.8,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase1_stop,15.8,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase2_start,44.2666,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase2_stop,54.2666,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase3_start,75.8666,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase3_stop,85.8666,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase4_start,111.7,T13
T13_VA_FT_balc1234_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T13_VA_FT_balc1234_SB - Event Logs,Phase4_stop,114.0,T13
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase1_start,6.96666,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase1_stop,17.3333,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase2_start,25.7333,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase2_stop,36.5333,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase3_start,45.3333,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase3_stop,55.9666,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase4_start,64.1666,T14
T14_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T14_VA_FT_balc1234_GB - Event Logs,Phase4_stop,74.4999,T14
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase1_start,6.29999,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase1_stop,16.3,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase2_start,27.6666,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase2_stop,37.67,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase3_start,46.4333,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase3_stop,56.43,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase4_start,69.8333,T15
T15_VA_FT_balc1234_JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T15_VA_FT_balc1234_JP - Event Logs,Phase4_stop,79.83,T15
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase1_start,6.23958,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase1_stop,16.24,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase2_start,27.294,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase2_stop,37.29,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase3_start,46.4465,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase3_stop,56.45,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase4_start,66.8669,T18
T18_VA_FT_balc1234_EFA,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA - Event Logs,Phase4_stop,76.87,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase1_start,6.50651,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase1_stop,16.51,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase2_start,27.5275,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase2_stop,37.53,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase3_start,46.7801,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase3_stop,56.78,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase4_start,67.4007,T18
T18_VA_FT_balc1234_EFA_2JP,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T18_VA_FT_balc1234_EFA_2JP - Event Logs,Phase4_stop,77.4,T18
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase1_start,5.77244,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase1_stop,15.7825,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase2_start,34.5012,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase2_stop,44.5112,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase3_start,89.4228,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase3_stop,93.4935,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase4_start,108.842,T17
T17_VA_FT_1234balc_SB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T17_VA_FT_1234balc_SB - Event Logs,Phase4_stop,118.852,T17
T19_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T19_VA_FT_balc1234_GB - Event Logs,Phase1_start,6.63997,T19
T19_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T19_VA_FT_balc1234_GB - Event Logs,Phase1_stop,18.9857,T19
T19_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T19_VA_FT_balc1234_GB - Event Logs,Phase2_start,28.1281,T19
T19_VA_FT_balc1234_GB,/files/pathml/aim2/raw_labels/VA/FINAL FT Coding Project - T19_VA_FT_balc1234_GB - Event Logs,Phase2_stop,38.5052,T19
